H,V,C,x,y,Y,picture,R,G,B
10.0YR,7,12,0.49,0.448,43.06,290.png,0.923437409679,0.629338793808,0.017820111875
10.0YR,8,2,0.3407,0.3434,59.1,291.png,0.865348807061,0.77544580278,0.726566383053
10.0YR,8,4,0.3701,0.3674,59.1,292.png,0.911442988832,0.766935303047,0.633392870484
10.0YR,8,6,0.3994,0.3896,59.1,293.png,0.952484513981,0.757864701428,0.538577786791
10.0YR,8,8,0.428,0.4102,59.1,294.png,0.988297749232,0.748896546926,0.4368648385
10.0YR,9,2,0.3392,0.343,78.66,295.png,0.976907573871,0.881893404467,0.828470278193
2.5Y,1,2,0.4362,0.4177,1.21,296.png,0.152723439886,0.103844682746,0.0349990707103
2.5Y,2,2,0.3825,0.3785,3.126,297.png,0.233387113325,0.1857902226,0.134555041365
2.5Y,2,4,0.4627,0.4392,3.126,298.png,0.26051383648,0.179304391182,0.0366611320386
2.5Y,3,2,0.3703,0.37,6.555,299.png,0.329834964164,0.274642294379,0.217768295162
2.5Y,3,4,0.4277,0.4166,6.555,300.png,0.357659167387,0.26889640484,0.134675634495
2.5Y,3,6,0.4784,0.4531,6.555,301.png,0.378930989348,0.263178093876,0.0123717807898
2.5Y,4,2,0.3633,0.3654,12.0,302.png,0.433733760689,0.370609954316,0.306189292905
2.5Y,4,4,0.4138,0.4076,12.0,303.png,0.466231946016,0.364353957499,0.214737407165
2.5Y,4,6,0.4542,0.4391,12.0,304.png,0.488155895973,0.359188373526,0.119148138362
2.5Y,5,2,0.3534,0.357,19.77,305.png,0.537432777515,0.470658814118,0.410140670596
2.5Y,5,4,0.3968,0.3954,19.77,306.png,0.572353598325,0.464839117298,0.314342527999
2.5Y,5,6,0.438,0.4292,19.77,307.png,0.600728818375,0.458843839683,0.207729959342
2.5Y,5,8,0.4685,0.4524,19.77,308.png,0.619947020736,0.454005904034,0.0831977366266
2.5Y,6,2,0.348,0.354,30.05,309.png,0.641568778196,0.573017631542,0.509072022691
2.5Y,6,4,0.384,0.3867,30.05,310.png,0.677218731533,0.567526991756,0.415050832056
2.5Y,6,6,0.4203,0.4176,30.05,311.png,0.708375533667,0.561535112676,0.31106579199
2.5Y,6,8,0.4517,0.4421,30.05,312.png,0.733394649463,0.555634892076,0.196743292793
2.5Y,7,2,0.3436,0.3507,43.06,313.png,0.747145309026,0.675975401324,0.611720728718
2.5Y,7,4,0.3761,0.38,43.06,314.png,0.786598505169,0.669862015029,0.514831434886
2.5Y,7,6,0.4073,0.4073,43.06,315.png,0.818554486932,0.66416785937,0.414584843163
2.5Y,7,8,0.4353,0.4312,43.06,316.png,0.843544127656,0.659206391511,0.308040132797
2.5Y,7,10,0.4606,0.4516,43.06,317.png,0.864803360511,0.654320931056,0.172255934554
2.5Y,8,2,0.3406,0.3484,59.1,318.png,0.854734247534,0.78012792699,0.714725709309
2.5Y,8,4,0.3684,0.3751,59.1,319.png,0.891654115278,0.775405918001,0.617155276048
2.5Y,8,6,0.3969,0.4009,59.1,320.png,0.925577294282,0.769900626977,0.513861978425
2.5Y,8,8,0.4231,0.4231,59.1,321.png,0.954497230349,0.764185568572,0.409235355081
2.5Y,8,10,0.4469,0.4423,59.1,322.png,0.978963085763,0.758693241537,0.291679583504
2.5Y,8,12,0.4678,0.4589,59.1,323.png,0.998585448112,0.75400984923,0.1164847918
2.5Y,9,2,0.339,0.3472,78.66,324.png,0.966382225543,0.886453135559,0.817414461551
5.0Y,1,2,0.423,0.4265,1.21,325.png,0.143558574782,0.107623273377,0.0350541429196
5.0Y,2,2,0.3757,0.3839,3.126,326.png,0.224686569725,0.18909781691,0.133439262442
5.0Y,2,4,0.4543,0.4573,3.126,327.png,0.24671471383,0.185617620218,0.0224806157523
5.0Y,3,2,0.3646,0.3748,6.555,328.png,0.319282674517,0.278557375675,0.216129440103
5.0Y,3,4,0.4191,0.4283,6.555,329.png,0.341423610406,0.275705437263,0.127775717761
5.0Y,4,2,0.359,0.3701,12.0,330.png,0.4221842804,0.374913730656,0.303224904668
5.0Y,4,4,0.4069,0.4188,12.0,331.png,0.447291924047,0.372189119668,0.205372651443
5.0Y,4,6,0.4451,0.455,12.0,332.png,0.464699771806,0.369444420939,0.0992551160189
5.0Y,5,2,0.35,0.362,19.77,333.png,0.524173371105,0.475626980683,0.405236013866
5.0Y,5,4,0.3915,0.4057,19.77,334.png,0.551710711929,0.473236343837,0.303042298831
5.0Y,5,6,0.4302,0.4435,19.77,335.png,0.574398100603,0.470068124826,0.189275323413
5.0Y,5,8,0.4579,0.4692,19.77,336.png,0.589139485574,0.467498918563,0.0372555822304
5.0Y,6,2,0.3457,0.358,30.05,337.png,0.629771004197,0.577441312525,0.50398394505
5.0Y,6,4,0.3794,0.3955,30.05,338.png,0.655303698838,0.576202562584,0.403781066338
5.0Y,6,6,0.414,0.4305,30.05,339.png,0.680288304095,0.573227467827,0.29238356097
5.0Y,6,8,0.4426,0.4588,30.05,340.png,0.698100187302,0.570765414259,0.164518080203
5.0Y,7,2,0.3419,0.354,43.06,341.png,0.736248547405,0.680065115003,0.606603727293
5.0Y,7,4,0.3718,0.3885,43.06,342.png,0.761764095963,0.679589661096,0.502035203787
5.0Y,7,6,0.4009,0.4198,43.06,343.png,0.785149718558,0.677730155569,0.395097052467
5.0Y,7,8,0.4271,0.4462,43.06,344.png,0.805264302784,0.675173778116,0.281378820085
5.0Y,7,10,0.4509,0.4696,43.06,345.png,0.821875045239,0.672743999005,0.113457286445
5.0Y,8,2,0.3394,0.3518,59.1,346.png,0.843691181502,0.784379977499,0.708042371768
5.0Y,8,4,0.365,0.3826,59.1,347.png,0.86728180859,0.784869679279,0.603752648287
5.0Y,8,6,0.3913,0.4117,59.1,348.png,0.891557044232,0.783409160838,0.495214689328
5.0Y,8,8,0.4158,0.4378,59.1,349.png,0.912279331192,0.78150618221,0.380478561209
5.0Y,8,10,0.4376,0.4601,59.1,350.png,0.929731427404,0.779360576202,0.246889345813
5.0Y,9,2,0.3378,0.3504,78.66,351.png,0.954331339967,0.891051668947,0.810406888996
5.0Y,9,4,0.3621,0.3799,78.66,352.png,0.979549630366,0.891781130607,0.69856273162
7.5Y,1,2,0.4042,0.4287,1.21,353.png,0.133442965544,0.111138566003,0.0407219902501
7.5Y,2,2,0.366,0.3858,3.126,354.png,0.215147388976,0.192241592432,0.135935407623
7.5Y,2,4,0.4401,0.4723,3.126,355.png,0.230596194883,0.191961603901,0.017750478013
7.5Y,3,2,0.3589,0.3778,6.555,356.png,0.309931904941,0.281738641921,0.216215811784
7.5Y,3,4,0.4086,0.4379,6.555,357.png,0.324549394623,0.282021201915,0.124854448219
7.5Y,4,2,0.3542,0.3727,12.0,358.png,0.411763899819,0.378428245444,0.303164527278
7.5Y,4,4,0.3982,0.4272,12.0,359.png,0.428277981352,0.379202594027,0.201553202864
7.5Y,4,6,0.4331,0.4688,12.0,360.png,0.439526902063,0.379153900774,0.0878329096884
7.5Y,5,2,0.347,0.364,19.77,361.png,0.515405332275,0.478587161342,0.404549165188
7.5Y,5,4,0.385,0.412,19.77,362.png,0.533339880529,0.479881261343,0.299359596166
7.5Y,5,6,0.4199,0.4551,19.77,363.png,0.546984284735,0.48041960244,0.180050409378
7.5Y,6,2,0.3431,0.3601,30.05,364.png,0.620013295068,0.580757571063,0.502583307867
7.5Y,6,4,0.3745,0.4004,30.05,365.png,0.637947520672,0.582380963935,0.40007376962
7.5Y,6,6,0.406,0.44,30.05,366.png,0.653179687417,0.58328683706,0.283454872503
7.5Y,6,8,0.4321,0.4719,30.05,367.png,0.664630591404,0.58349096267,0.145727844057
7.5Y,7,2,0.3396,0.3558,43.06,368.png,0.726158604384,0.683468027327,0.605241085544
7.5Y,7,4,0.3677,0.3925,43.06,369.png,0.744597927915,0.685625348983,0.498547707814
7.5Y,7,6,0.3943,0.4264,43.06,370.png,0.759950209154,0.68680950445,0.389640504749
7.5Y,7,8,0.4184,0.4568,43.06,371.png,0.772045834234,0.687551533588,0.268210335534
7.5Y,7,10,0.44,0.483,43.06,372.png,0.782766631946,0.68757859193,0.0749552948007
7.5Y,8,2,0.3379,0.354,59.1,373.png,0.83404048776,0.787807285048,0.704586009823
7.5Y,8,4,0.3622,0.3861,59.1,374.png,0.852169062778,0.790237614193,0.599147571018
7.5Y,8,6,0.3862,0.4175,59.1,375.png,0.867475042177,0.79204943692,0.488556734023
7.5Y,8,8,0.4088,0.4466,59.1,376.png,0.880408601525,0.79321168932,0.368464981492
7.5Y,8,10,0.4283,0.4712,59.1,377.png,0.890883613545,0.793782603282,0.228235898325
7.5Y,9,2,0.3365,0.3527,78.66,378.png,0.943952567089,0.894788737979,0.805971433004
7.5Y,9,4,0.3591,0.3832,78.66,379.png,0.962048803669,0.897894496908,0.694168085942
7.5Y,9,6,0.3811,0.4123,78.66,380.png,0.977905384746,0.899992947228,0.580855904433
7.5Y,9,8,0.4019,0.4392,78.66,381.png,0.991830140867,0.901258022276,0.461875735794
10.0Y,1,2,0.3802,0.4212,1.21,382.png,0.122890845565,0.114096644514,0.0525626296156
10.0Y,2,2,0.3556,0.3848,3.126,383.png,0.206127492459,0.194851512078,0.140625265145
10.0Y,2,4,0.4188,0.4789,3.126,384.png,0.212715992839,0.197814206777,0.028473660703
10.0Y,3,2,0.3513,0.3789,6.555,385.png,0.299339049203,0.284957780377,0.219036639065
10.0Y,3,4,0.3961,0.4452,6.555,386.png,0.306659827997,0.287966618605,0.126169711533
10.0Y,4,2,0.3476,0.3732,12.0,387.png,0.40014674443,0.381892104323,0.306773349421
10.0Y,4,4,0.3871,0.4321,12.0,388.png,0.408460066741,0.385631917582,0.204676250519
10.0Y,4,6,0.419,0.4795,12.0,389.png,0.413706275179,0.387909843507,0.0876358915609
10.0Y,5,2,0.3422,0.3648,19.77,390.png,0.504147113752,0.481992732443,0.407015808258
10.0Y,5,4,0.3762,0.4158,19.77,391.png,0.513171880666,0.486369751082,0.301867529632
10.0Y,5,6,0.4072,0.4621,19.77,392.png,0.519737860118,0.489412512535,0.184493852903
10.0Y,6,2,0.3398,0.3611,30.05,393.png,0.609985751929,0.583855591078,0.503763363629
10.0Y,6,4,0.3679,0.4033,30.05,394.png,0.61918018485,0.588382347448,0.401842868894
10.0Y,6,6,0.396,0.4452,30.05,395.png,0.626867576682,0.591876962082,0.286820773574
10.0Y,6,8,0.4201,0.4812,30.05,396.png,0.632248181307,0.594400782401,0.144916940831
10.0Y,7,2,0.3369,0.3569,43.06,397.png,0.715984894617,0.686657359685,0.605738579818
10.0Y,7,4,0.3624,0.3951,43.06,398.png,0.726207529188,0.691521274832,0.499425983978
10.0Y,7,6,0.3864,0.4305,43.06,399.png,0.73484665416,0.694963797718,0.391906841682
10.0Y,7,8,0.409,0.4641,43.06,400.png,0.741325881532,0.697848167652,0.266528082135
10.0Y,7,10,0.4289,0.4937,43.06,401.png,0.746233341459,0.700059310472,0.0544620573876
10.0Y,8,2,0.3359,0.3552,59.1,402.png,0.824610038958,0.790841917787,0.704083517047
10.0Y,8,4,0.3581,0.3883,59.1,403.png,0.835247488092,0.795680406596,0.599342231162
10.0Y,8,6,0.3803,0.4216,59.1,404.png,0.843739657522,0.799863652688,0.487502916093
10.0Y,8,8,0.4008,0.452,59.1,405.png,0.850942889183,0.802943479949,0.368834462454
10.0Y,8,10,0.419,0.4791,59.1,406.png,0.85635209509,0.805403117596,0.224025260494
10.0Y,9,2,0.3349,0.3537,78.66,407.png,0.935314382092,0.897572319543,0.805400109177
10.0Y,9,4,0.3558,0.3852,78.66,408.png,0.946050612706,0.903062402923,0.693681146267
10.0Y,9,6,0.3761,0.4155,78.66,409.png,0.955372114241,0.907337692792,0.580457487841
10.0Y,9,8,0.3957,0.445,78.66,410.png,0.962634389895,0.911065902719,0.456699569912
10.0Y,9,10,0.412,0.4694,78.66,411.png,0.968160172634,0.913708560753,0.328338459807
10.0Y,9,12,0.4271,0.492,78.66,412.png,0.972764134235,0.915912737193,0.124642341034
2.5GY,1,2,0.354,0.4088,1.21,413.png,0.111226365744,0.116832051589,0.0660391232251
2.5GY,2,2,0.3421,0.3803,3.126,414.png,0.19542018816,0.197525386196,0.148693647882
2.5GY,2,4,0.3881,0.4752,3.126,415.png,0.190416667897,0.203715888015,0.0565391248465
2.5GY,3,2,0.3412,0.3768,6.555,416.png,0.287343612634,0.288098487745,0.225990991799
2.5GY,3,4,0.3772,0.4484,6.555,417.png,0.283247406804,0.29459272621,0.136489869567
2.5GY,3,6,0.4069,0.511,6.555,418.png,0.278701754846,0.299158083538,0.00861827124693
2.5GY,4,2,0.3382,0.3706,12.0,419.png,0.386194360203,0.385461265754,0.315756775224
2.5GY,4,4,0.3708,0.4329,12.0,420.png,0.38334417989,0.392635014307,0.217323219099
2.5GY,4,6,0.3968,0.4857,12.0,421.png,0.379203070605,0.397774378359,0.110118928632
2.5GY,5,2,0.3352,0.3636,19.77,422.png,0.490180584458,0.485710209916,0.414047718817
2.5GY,5,4,0.3621,0.4143,19.77,423.png,0.487708806268,0.493261292802,0.317255407113
2.5GY,5,6,0.3879,0.4646,19.77,424.png,0.484192841755,0.499438502399,0.206623278451
2.5GY,5,8,0.4088,0.5068,19.77,425.png,0.480529970314,0.503934382363,0.0432086319372
2.5GY,6,2,0.3342,0.3607,30.05,426.png,0.595737611597,0.587773878179,0.509430481995
2.5GY,6,4,0.3572,0.4038,30.05,427.png,0.593324805448,0.595660227912,0.412092222003
2.5GY,6,6,0.3799,0.447,30.05,428.png,0.590588131317,0.60214697047,0.305366744094
2.5GY,6,8,0.4006,0.4885,30.05,429.png,0.586161689102,0.607814825781,0.170067092579
2.5GY,7,2,0.3328,0.3569,43.06,430.png,0.70322432113,0.690243656329,0.609912181781
2.5GY,7,4,0.3534,0.3953,43.06,431.png,0.700773365566,0.698667772968,0.50950436582
2.5GY,7,6,0.3728,0.4316,43.06,432.png,0.698656849513,0.705213732904,0.40883494606
2.5GY,7,8,0.3919,0.4684,43.06,433.png,0.695460416625,0.711114811964,0.289129148812
2.5GY,7,10,0.4091,0.503,43.06,434.png,0.691137963011,0.716276696418,0.107350904927
2.5GY,8,2,0.3327,0.3555,59.1,435.png,0.812613883618,0.794301971852,0.707082381222
2.5GY,8,4,0.3504,0.3887,59.1,436.png,0.809590561157,0.802963577477,0.60837388414
2.5GY,8,6,0.369,0.423,59.1,437.png,0.807908256018,0.810129291107,0.501386824194
2.5GY,8,8,0.3858,0.455,59.1,438.png,0.804995082079,0.816198478011,0.389930191358
2.5GY,8,10,0.4021,0.4869,59.1,439.png,0.801266285433,0.821719954711,0.24534701
2.5GY,9,2,0.3321,0.3539,78.66,440.png,0.923585427473,0.900942257667,0.808506101767
2.5GY,9,4,0.3499,0.3866,78.66,441.png,0.921483522217,0.91030916928,0.698517965258
2.5GY,9,6,0.367,0.4178,78.66,442.png,0.920182784511,0.917678398494,0.589365722436
2.5GY,9,8,0.3834,0.449,78.66,443.png,0.91680318272,0.924565987553,0.469979845729
2.5GY,9,10,0.3973,0.4761,78.66,444.png,0.913160632807,0.930049356291,0.344406801327
2.5GY,9,12,0.4108,0.5028,78.66,445.png,0.909372004886,0.934986634795,0.143749963088
5.0GY,1,2,0.3359,0.3982,1.21,446.png,0.102705088044,0.118530361586,0.0755678872053
5.0GY,2,2,0.3309,0.3743,3.126,447.png,0.187099453745,0.199287839596,0.156725794328
5.0GY,2,4,0.3582,0.465,3.126,448.png,0.168233317833,0.208451415911,0.0825678978371
5.0GY,3,2,0.3319,0.3729,6.555,449.png,0.2771473192,0.290417869383,0.234060884355
5.0GY,3,4,0.3554,0.4429,6.555,450.png,0.259607294358,0.299989101309,0.156413300938
5.0GY,3,6,0.375,0.5109,6.555,451.png,0.242316999598,0.30738500115,0.0588690989675
5.0GY,4,2,0.3312,0.3678,12.0,452.png,0.376124822833,0.387793325014,0.323358867407
5.0GY,4,4,0.3538,0.4284,12.0,453.png,0.359566733922,0.398194313002,0.236201586912
5.0GY,4,6,0.3718,0.4852,12.0,454.png,0.342179622087,0.406500289685,0.142938280377
5.0GY,5,2,0.3289,0.3612,19.77,455.png,0.478751108048,0.488401921187,0.42223236017
5.0GY,5,4,0.3482,0.4097,19.77,456.png,0.46414598133,0.498760998613,0.336292685896
5.0GY,5,6,0.3663,0.4614,19.77,457.png,0.446603201541,0.508336946898,0.238640388004
5.0GY,5,8,0.3815,0.5093,19.77,458.png,0.429987270419,0.515968170762,0.116199303586
5.0GY,6,2,0.3288,0.3592,30.05,459.png,0.583223544877,0.590872236746,0.516788245724
5.0GY,6,4,0.3461,0.4008,30.05,460.png,0.569733107707,0.601358287947,0.4285057528
5.0GY,6,6,0.3622,0.4438,30.05,461.png,0.553863900789,0.610975920001,0.333978749126
5.0GY,6,8,0.3772,0.488,30.05,462.png,0.536490272816,0.619739519598,0.219108584459
5.0GY,6,10,0.3891,0.5264,30.05,463.png,0.520825613017,0.626587945655,0.0265795837276
5.0GY,7,2,0.3284,0.3559,43.06,464.png,0.690955594293,0.693366448058,0.616398060017
5.0GY,7,4,0.3437,0.3929,43.06,465.png,0.676181492422,0.704716945235,0.525357812803
5.0GY,7,6,0.3581,0.4291,43.06,466.png,0.662269200038,0.714151079169,0.433914415013
5.0GY,7,8,0.3722,0.4669,43.06,467.png,0.647221208118,0.722897139401,0.328453524821
5.0GY,7,10,0.3852,0.5051,43.06,468.png,0.630743118483,0.731012147958,0.187348914435
5.0GY,8,2,0.3284,0.3542,59.1,469.png,0.799599640931,0.797539878844,0.715064239641
5.0GY,8,4,0.3433,0.3872,59.1,470.png,0.788470470667,0.808288521533,0.620842992621
5.0GY,8,6,0.3573,0.4214,59.1,471.png,0.773965468315,0.818671844922,0.522442220228
5.0GY,8,8,0.3696,0.4542,59.1,472.png,0.758378158003,0.827870805711,0.421664565493
5.0GY,8,10,0.3816,0.4879,59.1,473.png,0.742311533895,0.836357454043,0.29803428417
5.0GY,8,12,0.3924,0.5199,59.1,474.png,0.726943510248,0.843688662006,0.0976228655436
5.0GY,9,2,0.3284,0.3534,78.66,475.png,0.909546925337,0.904664713019,0.814599771322
5.0GY,9,4,0.3437,0.3861,78.66,476.png,0.899032440544,0.916227776214,0.708639514361
5.0GY,9,6,0.3572,0.4179,78.66,477.png,0.885268652144,0.926870503696,0.605017690706
5.0GY,9,8,0.3698,0.4497,78.66,478.png,0.870119490822,0.936643826771,0.494826078779
5.0GY,9,10,0.381,0.4791,78.66,479.png,0.856158689837,0.944781348887,0.376761785015
5.0GY,9,12,0.3911,0.5082,78.66,480.png,0.840533436481,0.952556352891,0.215084948147
7.5GY,1,2,0.3154,0.384,1.21,481.png,0.0923991440284,0.120267305526,0.0868153364978
7.5GY,1,4,0.3133,0.538,1.21,482.png,0.0331623061597,0.133394545546,0.0188512884084
7.5GY,2,2,0.3165,0.365,3.126,483.png,0.176271650797,0.201284060468,0.167883343642
7.5GY,2,4,0.3248,0.4457,3.126,484.png,0.141647532803,0.212798642512,0.111526840127
7.5GY,2,6,0.326,0.5379,3.126,485.png,0.0958989642746,0.222660416983,0.0392573735946
7.5GY,3,2,0.318,0.3644,6.555,486.png,0.262734498208,0.293175642298,0.248309416353
7.5GY,3,4,0.327,0.4288,6.555,487.png,0.22829265298,0.305663494708,0.185865592702
7.5GY,3,6,0.3333,0.4967,6.555,488.png,0.191746642446,0.315732515216,0.116582262366
7.5GY,3,8,0.3341,0.57,6.555,489.png,0.143949742084,0.324920184645,0.005491026486
7.5GY,4,2,0.3185,0.3604,12.0,490.png,0.358944839562,0.391197156209,0.339662319284
7.5GY,4,4,0.3281,0.4157,12.0,491.png,0.323809686977,0.40499819252,0.269347079679
7.5GY,4,6,0.3355,0.4739,12.0,492.png,0.28659430478,0.416580327556,0.19400104723
7.5GY,4,8,0.34,0.5348,12.0,493.png,0.244635815834,0.426685249611,0.0963347657623
7.5GY,5,2,0.3188,0.356,19.77,494.png,0.461082481564,0.492103478368,0.437164344718
7.5GY,5,4,0.3274,0.3994,19.77,495.png,0.428653157325,0.505787731438,0.368159861417
7.5GY,5,6,0.3354,0.4483,19.77,496.png,0.392767838939,0.518425063367,0.290731022312
7.5GY,5,8,0.3412,0.4976,19.77,497.png,0.354962527655,0.529288347562,0.205724464963
7.5GY,5,10,0.3451,0.549,19.77,498.png,0.312925157192,0.539086943919,0.0776744422713
7.5GY,6,2,0.3193,0.355,30.05,499.png,0.56246494408,0.595434907627,0.532300807831
7.5GY,6,4,0.3275,0.3922,30.05,500.png,0.531281838775,0.60926403246,0.460972755569
7.5GY,6,6,0.3351,0.4321,30.05,501.png,0.498380706666,0.62181230265,0.385311068261
7.5GY,6,8,0.3418,0.4768,30.05,502.png,0.460337820696,0.634017151269,0.296544098088
7.5GY,6,10,0.3463,0.5196,30.05,503.png,0.421470277077,0.644398598995,0.195854842499
7.5GY,6,12,0.3488,0.5596,30.05,504.png,0.381875404013,0.653224786525,0.0145069130836
7.5GY,7,2,0.319,0.3516,43.06,505.png,0.667402774181,0.698556750813,0.634511648762
7.5GY,7,4,0.3267,0.3848,43.06,506.png,0.635709355414,0.713121492625,0.559927120401
7.5GY,7,6,0.3341,0.4191,43.06,507.png,0.604686000858,0.725825779961,0.483745358062
7.5GY,7,8,0.3406,0.4558,43.06,508.png,0.570235522336,0.73794581598,0.400739523603
7.5GY,7,10,0.3461,0.495,43.06,509.png,0.531951491634,0.749502711235,0.303598168686
7.5GY,7,12,0.3502,0.5328,43.06,510.png,0.493537889088,0.7594852196,0.182349641732
7.5GY,8,2,0.3194,0.3502,59.1,511.png,0.773731135452,0.803325619639,0.734584048142
7.5GY,8,4,0.3266,0.3809,59.1,512.png,0.740210229071,0.818948153475,0.655621676464
7.5GY,8,6,0.3339,0.4129,59.1,513.png,0.708076234347,0.832606836153,0.574082219616
7.5GY,8,8,0.3408,0.4452,59.1,514.png,0.677014076648,0.844515297354,0.490010832863
7.5GY,8,10,0.3463,0.4791,59.1,515.png,0.640952052377,0.856272268099,0.397160320779
7.5GY,8,12,0.3511,0.5144,59.1,516.png,0.602667436974,0.867260208042,0.283300830793
7.5GY,8,14,0.3546,0.549,59.1,517.png,0.562762656997,0.877201006903,0.102330234054
7.5GY,9,2,0.3198,0.35,78.66,518.png,0.880791647632,0.911283889553,0.834502024122
7.5GY,9,4,0.3274,0.3793,78.66,519.png,0.847685268907,0.927481786998,0.74855540864
7.5GY,9,6,0.3351,0.4111,78.66,520.png,0.813244360881,0.942627771324,0.656522204685
7.5GY,9,8,0.3414,0.4415,78.66,521.png,0.779155286066,0.955722592686,0.567809157972
7.5GY,9,10,0.3471,0.4735,78.66,522.png,0.742446611173,0.968203572724,0.469239793617
7.5GY,9,12,0.3518,0.5042,78.66,523.png,0.706570189758,0.979073931842,0.361657055303
7.5GY,9,14,0.3551,0.5339,78.66,524.png,0.668692064362,0.989102952469,0.225274939223
10.0GY,1,2,0.3006,0.372,1.21,525.png,0.0844396072849,0.121372738726,0.0954591930422
10.0GY,1,4,0.2722,0.4903,1.21,526.png,0.00318360568452,0.135452933195,0.0518134732997
10.0GY,2,2,0.3069,0.358,3.126,527.png,0.168789156711,0.20249414537,0.175743618109
10.0GY,2,4,0.2986,0.424,3.126,528.png,0.118242560567,0.215544022243,0.1356211744
10.0GY,2,6,0.2852,0.4972,3.126,529.png,0.0417407533842,0.226112542172,0.093766377003
10.0GY,3,2,0.3088,0.3578,6.555,530.png,0.253067500804,0.294777885244,0.258487363049
10.0GY,3,4,0.3053,0.4123,6.555,531.png,0.203306470805,0.309036030755,0.211459557206
10.0GY,3,6,0.2992,0.4717,6.555,532.png,0.143290998164,0.320857969504,0.162484127399
10.0GY,3,8,0.2887,0.5361,6.555,533.png,0.0380935190888,0.33119463257,0.107564317909
10.0GY,4,2,0.3109,0.355,12.0,534.png,0.348837581386,0.392917028624,0.35044417638
10.0GY,4,4,0.31,0.4018,12.0,535.png,0.29879929473,0.408583958915,0.296782010004
10.0GY,4,6,0.3069,0.455,12.0,536.png,0.238840544726,0.422622512667,0.238526969129
10.0GY,4,8,0.3008,0.5095,12.0,537.png,0.16347118795,0.434453554305,0.178118858816
10.0GY,5,2,0.311,0.3508,19.77,538.png,0.448018895044,0.494446052102,0.45030810583
10.0GY,5,4,0.3111,0.3881,19.77,539.png,0.400547529553,0.510256432599,0.39654435477
10.0GY,5,6,0.3108,0.4301,19.77,540.png,0.348639790388,0.524445071534,0.338051680614
10.0GY,5,8,0.308,0.4759,19.77,541.png,0.284872323776,0.537690501429,0.275494192411
10.0GY,5,10,0.3028,0.5237,19.77,542.png,0.202433159769,0.549555989217,0.20681150109
10.0GY,5,12,0.294,0.5751,19.77,543.png,0.0152161775812,0.560888647119,0.116977957257
10.0GY,6,2,0.3112,0.3496,30.05,544.png,0.546407981503,0.598332172589,0.548564778143
10.0GY,6,4,0.3124,0.3822,30.05,545.png,0.500287410731,0.614439181556,0.491417008853
10.0GY,6,6,0.3128,0.4175,30.05,546.png,0.45028436588,0.629116139207,0.432016727043
10.0GY,6,8,0.3116,0.4563,30.05,547.png,0.391300099755,0.643104981415,0.368247817768
10.0GY,6,10,0.3086,0.4949,30.05,548.png,0.324212393332,0.655397436288,0.304028388359
10.0GY,6,12,0.3037,0.5358,30.05,549.png,0.235211349498,0.666969357472,0.230268779976
10.0GY,6,14,0.2962,0.5802,30.05,550.png,0.0424624966778,0.678293258309,0.127881031394
10.0GY,7,2,0.3117,0.3469,43.06,551.png,0.650419360844,0.701713138818,0.651219722839
10.0GY,7,4,0.3133,0.3764,43.06,552.png,0.603428941415,0.718769413818,0.590295602362
10.0GY,7,6,0.3142,0.4058,43.06,553.png,0.556736748623,0.733388496131,0.531911098913
10.0GY,7,8,0.314,0.4387,43.06,554.png,0.501912173649,0.747848153774,0.4683351942
10.0GY,7,10,0.3123,0.4732,43.06,555.png,0.4387845379,0.761409911006,0.402039349807
10.0GY,7,12,0.3092,0.5095,43.06,556.png,0.363183388827,0.774119805181,0.329439783931
10.0GY,7,14,0.3047,0.5458,43.06,557.png,0.267754364024,0.785597037349,0.24834412724
10.0GY,7,16,0.2981,0.5835,43.06,558.png,0.0816213761756,0.796671493391,0.137056146596
10.0GY,8,2,0.3121,0.3459,59.1,559.png,0.753642458276,0.807246077871,0.752728199668
10.0GY,8,4,0.314,0.3727,59.1,560.png,0.706540527125,0.824836114818,0.688865845675
10.0GY,8,6,0.315,0.4014,59.1,561.png,0.654784508812,0.841493279734,0.623466889484
10.0GY,8,8,0.3149,0.4284,59.1,562.png,0.603569831656,0.855594822145,0.563830466596
10.0GY,8,10,0.314,0.4601,59.1,563.png,0.540911157228,0.870265417429,0.494088912593
10.0GY,8,12,0.3124,0.4926,59.1,564.png,0.472489588304,0.883502009835,0.420377794151
10.0GY,8,14,0.3091,0.5247,59.1,565.png,0.390657981111,0.895754409276,0.34357726539
10.0GY,8,16,0.3043,0.5578,59.1,566.png,0.279450335255,0.90747062873,0.252370423836
10.0GY,8,18,0.2987,0.5919,59.1,567.png,0.045536913854,0.918323931461,0.109187425993
10.0GY,9,2,0.3124,0.3454,78.66,568.png,0.858507984972,0.915545023827,0.855870585096
10.0GY,9,4,0.3144,0.3711,78.66,569.png,0.808331867085,0.934529751435,0.786548914772
10.0GY,9,6,0.3153,0.4008,78.66,570.png,0.747292603257,0.954253187877,0.7103951273
10.0GY,9,8,0.3157,0.4259,78.66,571.png,0.696049338572,0.968747677875,0.64720920869
10.0GY,9,10,0.3155,0.4558,78.66,572.png,0.633039185837,0.984158472971,0.572182717546
10.0GY,9,12,0.3139,0.4829,78.66,573.png,0.568280025503,0.997281985622,0.504120373879
2.5G,1,2,0.291,0.3634,1.21,574.png,0.0789555853201,0.122022403837,0.101355846926
2.5G,2,2,0.2978,0.3507,3.126,575.png,0.161481064897,0.203540362547,0.183584835018
